city,hotel_description,hotel_facilities,property_name
Aurangabad,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in/check out  time is 24 hrs  Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.,Lobby|Parking Facilities Available|Front Desk|Power Backup|Car Rental|Kids Play Zone|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Parking Facility|Internet Access,"Ellora heritage resort, Ellora"
Chikmagalur,"The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The prices displayed on the Websites are an average per night per person until a rate is selected.  ALL GUESTS ARE REQUIRED TO PRESENT PROPER PHOTO IDENTIFICATION UPON CHECK IN. The identity proof would include a valid Driving license/voter identity card/PAN card, etc. Valid Passport mandatory for all Foreign guests. Hotel is not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management. No refund would be applicable in case the hotel denies check-in under such circumstances.","Airport Transfer Available / Surcharge|Doctor on Call|Games Zone|Parking Facilities Available|Pets Allowed|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Welcome Drinks|Power Backup|Wake-up Call / Service|Separate Sitting Area|Access Via Exterior Corridors|Fire Place Available |Picnic Area|Safari|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Kids Play Zone|Taxi Services| Drivers Rest Room|Trekking",Forest Homestay-Aldur
Mumbai,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Right to Admission Reserved,Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|ATM / Banking|Kitchen available (home cook food on request)|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Internet Access,Executive Service Apartments Goregaon West
Goa,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Currency Exchange|Doctor on Call|Multi Cuisine Restaurant |Major Credit Cards Accepted| Bike on Rent|Car Rental,Don Joao Resort
Noida,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Swimming Pool|Banquet Facilities|Internet Access - Surcharge|Multi Cuisine Restaurant |Fitness Equipment|Sauna|Massage Services,"Fortune Inn Grazia, Noida"
Mount Abu,The standard check-in time is 11:00 AM and the standard check-out time is 09:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Non Veg is not served n allowed in the premises only couples n families are allowed any damage to property by guest will be borne by guest rights of admission reserved All the room is Non AC for Ac to be switched on in the rooms there is an Extra Charge of Rs 850 at the hotel.,Doctor on Call|Games Zone|Laundry Service Available|Non Smoking Rooms|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Gardens|Wake-up Call / Service|Picnic Area|Nature Walk| Bike on Rent|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Campfire / Bon Fire|Internet Access Free|Family Room|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|Trekking,Forest Eco Lodge
Hyderabad,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",Airport Transfer Available / Surcharge,Eeshwarillu Cool Rooms
Ranikhet,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  Evening Snacks (02 veg and 02 non veg) @ INR 450 per person inclusive of taxes.  Soft Drinks and Juices as per actual charges  Angling/ Fishing/ Bird Watching and Adventure activities (subject to permission on chargeable). Corbett Safari on the day of departure ( Subject to pre reservation basis),Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Campfire / Bon Fire|Room Service (24 Hours)|RO Water Purification System|Room Service,Essence of Nature
Sangrur,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby,"EATING MALL, HOTELS AND PARTY HALL"
Ahmedabad,The standard check-in time is 10:00 AM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Valid ID proof is required at the time of check in for all guests. Unmarried couples are not allowed.,Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Audio - Visual Equipment|Wake-up Call / Service|Fitness Equipment|Conference Facility |Smoking Rooms|Smoking Area |Veranda|Extra Person / Child - Share the same room|Car Rental|Board Room| Drivers Rest Room|Newspapers In Lobby|Air / Rail Booking|Baggage Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access,FabHotel Oriental Ellisbridge
Hyderabad,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Laundry Service Available|Lift / Elevator|Front Desk|Power Backup|Parking Facility|Room Service,Dwaraka Inn
Mysore,The standard check-in time is 11:00 AM and the standard check-out time is 05:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Government ID cards are mandatory during the time of check in.,Lobby|Front Desk|24 Hour Front Desk|Power Backup|Wake-up Call / Service|Extra Person / Child - Share the same room|Car Rental|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Outdoor Parking - Non Secured|Room Service|CCTV|Full Time Operation for All 7 Days,Dhanawantri Comforts
Gurgaon,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Our Inns reserve the right to admission. Accommodation can be denied to the guests posing as a couple if suitable identification and a non-local address proof is not presented at check-in. MAP plan includes limited menu meal.,Doctor on Call|Internet Access - Surcharge|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Welcome Drinks|Power Backup|Multi Lingual Staff|Wake-up Call / Service|Conference Facility |Smoking Rooms|Food Facility|Newspapers In Lobby|Whirlpool Bath / Shower Cubicle|Room Service (24 Hours)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk,FabHotel Cyber Park
Ernakulam,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over above the paid rates as per actual  hotel discretion.",Parking Facilities Available|Front Desk|Parking Facility|Room Service|First-Aid Kit at Front Desk,FURNISHED 3BHK FLAT
Delhi,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly As per the Government directives it is Mandatory for all the guest (Foreign Nationals , NRI and Indian Nationals) to show their Photo ID proof at the time of Check-In which can be in form of Passport and Visa Copy, Driving License, Voter ID Card.",Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Car Rental|Newspapers In Lobby|Room Service (24 Hours)|Voicemail|STD / ISD|RO Water Purification System,Florence Inn
Jaipur,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,,Doodle Rack
Port Blair,The standard check-in time is 08:00 AM and the standard check-out time is 08:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Power Backup|Nature Walk|Newspapers In Lobby|Room Service (24 Hours)| Cook Services|Parking Facility,DREAM PALACE
Navi Mumbai,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Banquet Facilities|Bar / Lounge |Currency Exchange|Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Medical Assistance Available|Wedding Services Facility|Multi - Line Phone|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Parking Facility,Devanshi Inn
Hyderabad,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.,Power Backup|Food Facility|Internet Access,Eashwar Lodge
Ahmedabad,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly *Valid Identification Documents/ Proof is Mandatory. *In case of any unusual/ improper/ suspicious act, Hotel can cancel Room. *Check Inn and Check Out is 12:00 Noon. After that half day charges will be applicable. *Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.  *Unmarried and unrelated couples will not be allowed to check in due to security reason. *Pets are not allowed.",Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Luggage Storage|Medical Assistance Available|Wake-up Call / Service|Food Facility|Room Service,Elis Hospitality Shivam Bunglow
Delhi,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facility|Room Service,Dhawan Guest House
Gurgaon,The standard check-in time is 12:30 PM and the standard check-out time is 12:30 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|24 Hour Front Desk|Power Backup|Room Service (24 Hours)|Parking Facility,Friends Residency
Kolkata,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Doctor on Call,Esplanade Inn
Agra,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly It is mandatory for all adults to carry a valid photo id /Address proof .For Indian Resident : Drivers Licence, Voters ID, Aadhar Card or Passport (PAN Card not accepted).Foreign Nationals and Non Resident Indians : Passport / Visa (Mandatory) .  Summer Offer for all on line bookings. Free late checkout till 2 pm subject to availability only. Get free UPG from Standard City Facing to Standard Taj Facing room, subject to availability at check-in. 25% discount on SPA. 15% discounts on Food and Beverage including IRD, Mini Bar and Laundry",Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Wedding Services Facility|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Disabled Friendly Rooms|Fax Machine|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Wheelchair Accessibility - Room|Massage Services |Poolside Bar|Smoking Area |Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Kids Play Zone|Oxygen Cylinder (on request)|Taxi Services|Board Room|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)|Voicemail|Party hall|Spa Services Onsite - Free|Air / Rail Booking|STD / ISD|Baggage Room|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Ayurvedic Facilities |Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Metal Detectors|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Smoke Detector|Speciality Restaurant |Stamps and Mailing Facility|Suites|X-Ray Machine at Entrance,Four Points By Sheraton
Delhi,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Power Backup|Room Service (24 Hours),Express 66
Goa,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Like the policy for : We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|24 Hour Front Desk|Parking Facility|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk,Dsouzas Holiday Homes
Lucknow,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. All guests requested to carry Valid ID proof for Check Inn. 2. Couple Guests with Local ID's are not allowed to check inn. 3. Cancellation and prepayment policies vary according to room type.,"Swimming Pool|Banquet Facilities|Billiards|Business Center |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Wedding Services Facility|Wake-up Call / Service|Conference Facility |Smoking Rooms|Pool Table|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Shopping Drop Facility (on fixed timings)|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",Diamond Resort &amp; Club
Bhimavaram,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",24 Hour Front Desk|Room Service (24 Hours)|Parking Facility,Falcons nest
Kottayam,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Parking Facilities Available|Kitchen available (home cook food on request)|Internet Access,FENN HALL
Goa,The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Currency Exchange|Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Gardens| Bike on Rent|Village Visit ( Chargeable )|Car Rental|Taxi Services|Outdoor Parking - Secured|Parking Facility|Room Service|CCTV|Full Time Operation for All 7 Days,Flowers Guest House
Chikmagalur,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Doctor on Call|Parking Facilities Available|Front Desk|Power Backup|Gardens,Foothill Homestay
Jaipur,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge gala dinner supplement on Christmas/New Years eve or other festive periods. Which needs to be paid directly at the hotel.As per the govt. guidelines valid govt. issued id proofs are required to be presented at the Time of C/in.,Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Taxi Services|Parking Facility,Divine-A Boutique Hotel
Lonavala,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|24 Hour Front Desk|Doorman|Newspapers In Lobby|Room Service (24 Hours)|Baggage Room|Parking Facility,Fantasy Villas
Lucknow,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel.,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Medical Assistance Available|Power Backup,G REST Hotel and Resort
Goa,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly NO CHECK OUTS ON 31/12/2015	 no pets allowed,Bar / Lounge |Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Power Backup|Gardens|Multi Lingual Staff|Wake-up Call / Service|Separate Sitting Area|Smoking Rooms|Fire Place Available |Veg / Non Veg Kitchens Separate |Food Facility|Newspapers In Lobby|Whirlpool Bath / Shower Cubicle|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Speciality Restaurant,FabHotel Tahira Ashwem Beachfront
Lonavala,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The rates are for 6 people. after that extra charge will applicable.,Airport Transfer Available / Surcharge|Doctor on Call|Parking Facilities Available|Suitable For Children|Grocery|Extra Person / Child - Share the same room|Car Rental,Dream Holiday Bungalow
Pune,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Government ID cards are mandatory during the time of check in.,"Ballroom|Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Conference Facility |Multi - Line Phone|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Express Laundry|Taxi Services|Newspapers In Lobby|Room Service (24 Hours)|STD / ISD",FabHotel Shivajinagar
Secunderabad,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Front Desk|Room Service (24 Hours)|Parking Facility,Dhola-Ri-Dhani
Bomdila,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances.,Doctor on Call|Parking Facilities Available|Front Desk|Room Service|Public Restrooms,Dolma Cottage
Lavasa,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,"Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Beauty Salon - on charge|Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Health Club / Gym Facility Available|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Catering|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Disabled Friendly Rooms|Electronic / Magnetic Keys|Picnic Area|Wheelchair Accessibility - Room|Massage Services |Clubhouse|Boating|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Smoking Area |Veranda| Bike on Rent|In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Taxi Services|Board Room|City Shuttle Service|Campfire / Bon Fire|Food Facility|Newspapers In Lobby|Children's Park|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Spa Services Nearby|Party hall|Air / Rail Booking|STD / ISD|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Internet Access",Ekaant The Retreat
Kinnaur,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Doctor on Call|Power Backup|Wake-up Call / Service|Parking Facility|Room Service,"Dumber Cottage, Sangla"
Cochin,"The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly There will be season hike for Oct/Nov/Dec Rs.1000 per room per night, will be payable directly at the hotel at the time of Check In. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. The primary guest must be at least 18 years of age to be able to check-in the hotel. It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in.",Parking Facilities Available|24 Hour Front Desk|Newspapers In Lobby,ECO Lodge
